Number,Name,WeightGrams,ClassificationName,Code
2038,Milda Fraiche 24% fett,100,H Industriell process,H0227
2038,Milda Fraiche 24% fett,100,H Industriell process,H0263
2038,Milda Fraiche 24% fett,100,H Industriell process,H0306
2038,Milda Fraiche 24% fett,100,J Konserveringsmetod,J0131
2038,Milda Fraiche 24% fett,100,J Konserveringsmetod,J0135
2038,Milda Fraiche 24% fett,100,K Förpackningsmedium,K0003
2038,Milda Fraiche 24% fett,100,M Förpackningstyp,M0159
2038,Milda Fraiche 24% fett,100,M Förpackningstyp,M0213
2038,Milda Fraiche 24% fett,100,N Förpackningsmaterial,N0001
2038,Milda Fraiche 24% fett,100,P Etikettinfo,P0026
2038,Milda Fraiche 24% fett,100,R Land/område,R0376
2038,Milda Fraiche 24% fett,100,Z Utmärkande drag,Z0185
2039,Milda Visp 20% fett,100,A Gruppindelning EuroFIR,A0778
2039,Milda Visp 20% fett,100,B Artklassificering,B1201
2039,Milda Visp 20% fett,100,C Del av växt/djur,C0235
2039,Milda Visp 20% fett,100,E Fysisk form,E0139
2039,Milda Visp 20% fett,100,F Värmebehandling,F0018
2039,Milda Visp 20% fett,100,G Tillagning,G0003
2039,Milda Visp 20% fett,100,H Industriell process,H0136
2039,Milda Visp 20% fett,100,H Industriell process,H0150
2039,Milda Visp 20% fett,100,H Industriell process,H0227
2039,Milda Visp 20% fett,100,H Industriell process,H0263
2039,Milda Visp 20% fett,100,H Industriell process,H0306
2039,Milda Visp 20% fett,100,J Konserveringsmetod,J0131
2039,Milda Visp 20% fett,100,J Konserveringsmetod,J0135
2039,Milda Visp 20% fett,100,K Förpackningsmedium,K0003
2039,Milda Visp 20% fett,100,M Förpackningstyp,M0159
2039,Milda Visp 20% fett,100,M Förpackningstyp,M0213
2039,Milda Visp 20% fett,100,N Förpackningsmaterial,N0001
2039,Milda Visp 20% fett,100,P Etikettinfo,P0026
2039,Milda Visp 20% fett,100,R Land/område,R0376
2039,Milda Visp 20% fett,100,Z Utmärkande drag,Z0185
2040,Milda kaffe 10% fett,100,A Gruppindelning EuroFIR,A0778
2040,Milda kaffe 10% fett,100,B Artklassificering,B1201
2040,Milda kaffe 10% fett,100,C Del av växt/djur,C0235
2040,Milda kaffe 10% fett,100,E Fysisk form,E0139
2040,Milda kaffe 10% fett,100,F Värmebehandling,F0018
2040,Milda kaffe 10% fett,100,G Tillagning,G0003
2040,Milda kaffe 10% fett,100,H Industriell process,H0136
2040,Milda kaffe 10% fett,100,H Industriell process,H0150
2040,Milda kaffe 10% fett,100,H Industriell process,H0227
2040,Milda kaffe 10% fett,100,H Industriell process,H0263
2040,Milda kaffe 10% fett,100,H Industriell process,H0306
2040,Milda kaffe 10% fett,100,J Konserveringsmetod,J0131
2040,Milda kaffe 10% fett,100,J Konserveringsmetod,J0135
2040,Milda kaffe 10% fett,100,K Förpackningsmedium,K0003
2040,Milda kaffe 10% fett,100,M Förpackningstyp,M0159
2040,Milda kaffe 10% fett,100,M Förpackningstyp,M0213
2040,Milda kaffe 10% fett,100,N Förpackningsmaterial,N0001
2040,Milda kaffe 10% fett,100,P Etikettinfo,P0026
2040,Milda kaffe 10% fett,100,R Land/område,R0376
2040,Milda kaffe 10% fett,100,Z Utmärkande drag,Z0186
2041,Milda Vaniljvisp 12% fett,100,A Gruppindelning EuroFIR,A0778
2041,Milda Vaniljvisp 12% fett,100,B Artklassificering,B1201
2041,Milda Vaniljvisp 12% fett,100,C Del av växt/djur,C0235
2041,Milda Vaniljvisp 12% fett,100,E Fysisk form,E0139
2041,Milda Vaniljvisp 12% fett,100,F Värmebehandling,F0018
2041,Milda Vaniljvisp 12% fett,100,G Tillagning,G0003
2041,Milda Vaniljvisp 12% fett,100,H Industriell process,H0100
2041,Milda Vaniljvisp 12% fett,100,H Industriell process,H0136
2041,Milda Vaniljvisp 12% fett,100,H Industriell process,H0150
2041,Milda Vaniljvisp 12% fett,100,H Industriell process,H0263
2041,Milda Vaniljvisp 12% fett,100,H Industriell process,H0306
2041,Milda Vaniljvisp 12% fett,100,J Konserveringsmetod,J0131
2041,Milda Vaniljvisp 12% fett,100,J Konserveringsmetod,J0135
2041,Milda Vaniljvisp 12% fett,100,K Förpackningsmedium,K0003
2041,Milda Vaniljvisp 12% fett,100,M Förpackningstyp,M0159
2041,Milda Vaniljvisp 12% fett,100,M Förpackningstyp,M0213
2041,Milda Vaniljvisp 12% fett,100,N Förpackningsmaterial,N0001
2041,Milda Vaniljvisp 12% fett,100,P Etikettinfo,P0026
2041,Milda Vaniljvisp 12% fett,100,R Land/område,R0376
2041,Milda Vaniljvisp 12% fett,100,Z Utmärkande drag,Z0186
2042,Creme Fraiche Blue Cheese  fett 15%,100,A Gruppindelning EuroFIR,A0782
2042,Creme Fraiche Blue Cheese  fett 15%,100,B Artklassificering,B1201
2042,Creme Fraiche Blue Cheese  fett 15%,100,C Del av växt/djur,C0123
2042,Creme Fraiche Blue Cheese  fett 15%,100,E Fysisk form,E0139
2042,Creme Fraiche Blue Cheese  fett 15%,100,F Värmebehandling,F0018
2042,Creme Fraiche Blue Cheese  fett 15%,100,G Tillagning,G0003
2042,Creme Fraiche Blue Cheese  fett 15%,100,H Industriell process,H0107
2042,Creme Fraiche Blue Cheese  fett 15%,100,H Industriell process,H0136
2042,Creme Fraiche Blue Cheese  fett 15%,100,H Industriell process,H0143
2042,Creme Fraiche Blue Cheese  fett 15%,100,H Industriell process,H0151
2042,Creme Fraiche Blue Cheese  fett 15%,100,H Industriell process,H0173
2042,Creme Fraiche Blue Cheese  fett 15%,100,H Industriell process,H0221
2042,Creme Fraiche Blue Cheese  fett 15%,100,H Industriell process,H0279
2042,Creme Fraiche Blue Cheese  fett 15%,100,H Industriell process,H0306
2042,Creme Fraiche Blue Cheese  fett 15%,100,H Industriell process,H0324
2042,Creme Fraiche Blue Cheese  fett 15%,100,J Konserveringsmetod,J0104
2042,Creme Fraiche Blue Cheese  fett 15%,100,J Konserveringsmetod,J0131
2042,Creme Fraiche Blue Cheese  fett 15%,100,J Konserveringsmetod,J0135
2042,Creme Fraiche Blue Cheese  fett 15%,100,K Förpackningsmedium,K0003
2042,Creme Fraiche Blue Cheese  fett 15%,100,M Förpackningstyp,M0172
2042,Creme Fraiche Blue Cheese  fett 15%,100,M Förpackningstyp,M0215
2042,Creme Fraiche Blue Cheese  fett 15%,100,N Förpackningsmaterial,N0036
2042,Creme Fraiche Blue Cheese  fett 15%,100,P Etikettinfo,P0026
2042,Creme Fraiche Blue Cheese  fett 15%,100,R Land/område,R0376
2042,Creme Fraiche Blue Cheese  fett 15%,100,Z Utmärkande drag,Z0185
2043,Creme Fraiche fett 13% smaksatt,100,A Gruppindelning EuroFIR,A0782
2043,Creme Fraiche fett 13% smaksatt,100,B Artklassificering,B1201
2043,Creme Fraiche fett 13% smaksatt,100,C Del av växt/djur,C0123
2043,Creme Fraiche fett 13% smaksatt,100,E Fysisk form,E0139
2043,Creme Fraiche fett 13% smaksatt,100,F Värmebehandling,F0018
2043,Creme Fraiche fett 13% smaksatt,100,G Tillagning,G0003
2043,Creme Fraiche fett 13% smaksatt,100,H Industriell process,H0107
2043,Creme Fraiche fett 13% smaksatt,100,H Industriell process,H0136
2043,Creme Fraiche fett 13% smaksatt,100,H Industriell process,H0151
2043,Creme Fraiche fett 13% smaksatt,100,H Industriell process,H0173
2043,Creme Fraiche fett 13% smaksatt,100,H Industriell process,H0200
2043,Creme Fraiche fett 13% smaksatt,100,H Industriell process,H0212
2043,Creme Fraiche fett 13% smaksatt,100,H Industriell process,H0279
2043,Creme Fraiche fett 13% smaksatt,100,H Industriell process,H0306
2043,Creme Fraiche fett 13% smaksatt,100,H Industriell process,H0325
2043,Creme Fraiche fett 13% smaksatt,100,J Konserveringsmetod,J0104
2043,Creme Fraiche fett 13% smaksatt,100,J Konserveringsmetod,J0131
2043,Creme Fraiche fett 13% smaksatt,100,J Konserveringsmetod,J0135
2043,Creme Fraiche fett 13% smaksatt,100,K Förpackningsmedium,K0003
2043,Creme Fraiche fett 13% smaksatt,100,M Förpackningstyp,M0172
2043,Creme Fraiche fett 13% smaksatt,100,M Förpackningstyp,M0215
2043,Creme Fraiche fett 13% smaksatt,100,N Förpackningsmaterial,N0036
2043,Creme Fraiche fett 13% smaksatt,100,P Etikettinfo,P0026
2043,Creme Fraiche fett 13% smaksatt,100,R Land/område,R0376
2043,Creme Fraiche fett 13% smaksatt,100,Z Utmärkande drag,Z0186
2044,Creme Fraiche fett 28% smaksatt,100,A Gruppindelning EuroFIR,A0782
2044,Creme Fraiche fett 28% smaksatt,100,B Artklassificering,B1201
2044,Creme Fraiche fett 28% smaksatt,100,C Del av växt/djur,C0123
2044,Creme Fraiche fett 28% smaksatt,100,E Fysisk form,E0139
2044,Creme Fraiche fett 28% smaksatt,100,F Värmebehandling,F0018
2044,Creme Fraiche fett 28% smaksatt,100,G Tillagning,G0003
2044,Creme Fraiche fett 28% smaksatt,100,H Industriell process,H0107
2044,Creme Fraiche fett 28% smaksatt,100,H Industriell process,H0150
2044,Creme Fraiche fett 28% smaksatt,100,H Industriell process,H0151
2044,Creme Fraiche fett 28% smaksatt,100,H Industriell process,H0173
2044,Creme Fraiche fett 28% smaksatt,100,H Industriell process,H0212
2044,Creme Fraiche fett 28% smaksatt,100,H Industriell process,H0221
2044,Creme Fraiche fett 28% smaksatt,100,H Industriell process,H0279
2044,Creme Fraiche fett 28% smaksatt,100,H Industriell process,H0306
2044,Creme Fraiche fett 28% smaksatt,100,J Konserveringsmetod,J0104
2044,Creme Fraiche fett 28% smaksatt,100,J Konserveringsmetod,J0131
2044,Creme Fraiche fett 28% smaksatt,100,J Konserveringsmetod,J0135
2044,Creme Fraiche fett 28% smaksatt,100,K Förpackningsmedium,K0003
2044,Creme Fraiche fett 28% smaksatt,100,M Förpackningstyp,M0172
2044,Creme Fraiche fett 28% smaksatt,100,M Förpackningstyp,M0215
2044,Creme Fraiche fett 28% smaksatt,100,N Förpackningsmaterial,N0036
2044,Creme Fraiche fett 28% smaksatt,100,P Etikettinfo,P0026
2044,Creme Fraiche fett 28% smaksatt,100,R Land/område,R0376
2044,Creme Fraiche fett 28% smaksatt,100,Z Utmärkande drag,Z0185
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,A Gruppindelning EuroFIR,A0787
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,B Artklassificering,B1201
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,C Del av växt/djur,C0245
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,E Fysisk form,E0119
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,F Värmebehandling,F0018
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,G Tillagning,G0003
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,H Industriell process,H0107
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,H Industriell process,H0148
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,H Industriell process,H0194
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,H Industriell process,H0221
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,J Konserveringsmetod,J0100
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,J Konserveringsmetod,J0104
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,J Konserveringsmetod,J0131
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,J Konserveringsmetod,J0135
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,K Förpackningsmedium,K0003
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,M Förpackningstyp,M0172
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,M Förpackningstyp,M0215
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,N Förpackningsmaterial,N0036
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,P Etikettinfo,P0026
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,R Land/område,R0376
2045,Frukostost fett 13% Kavli berikad +ABCDE,100,Z Utmärkande drag,Z0186
2046,Mini Fraiche fett 5%,100,A Gruppindelning EuroFIR,A0782
2046,Mini Fraiche fett 5%,100,B Artklassificering,B1201
2046,Mini Fraiche fett 5%,100,C Del av växt/djur,C0235
2046,Mini Fraiche fett 5%,100,E Fysisk form,E0139
2046,Mini Fraiche fett 5%,100,F Värmebehandling,F0018
2046,Mini Fraiche fett 5%,100,G Tillagning,G0003
2046,Mini Fraiche fett 5%,100,H Industriell process,H0107
2046,Mini Fraiche fett 5%,100,H Industriell process,H0279
2046,Mini Fraiche fett 5%,100,H Industriell process,H0296
2046,Mini Fraiche fett 5%,100,H Industriell process,H0306
2046,Mini Fraiche fett 5%,100,H Industriell process,H0325
2046,Mini Fraiche fett 5%,100,J Konserveringsmetod,J0104
2046,Mini Fraiche fett 5%,100,J Konserveringsmetod,J0131
2046,Mini Fraiche fett 5%,100,J Konserveringsmetod,J0135
2046,Mini Fraiche fett 5%,100,K Förpackningsmedium,K0003
2046,Mini Fraiche fett 5%,100,M Förpackningstyp,M0159
2046,Mini Fraiche fett 5%,100,M Förpackningstyp,M0213
2046,Mini Fraiche fett 5%,100,N Förpackningsmaterial,N0001
2046,Mini Fraiche fett 5%,100,P Etikettinfo,P0026
2046,Mini Fraiche fett 5%,100,R Land/område,R0376
2046,Mini Fraiche fett 5%,100,Z Utmärkande drag,Z0186
2047,Milko greve fett 13% smältost,100,A Gruppindelning EuroFIR,A0314
2047,Milko greve fett 13% smältost,100,B Artklassificering,B1201
2047,Milko greve fett 13% smältost,100,C Del av växt/djur,C0245
2047,Milko greve fett 13% smältost,100,E Fysisk form,E0119
2047,Milko greve fett 13% smältost,100,F Värmebehandling,F0001
2047,Milko greve fett 13% smältost,100,G Tillagning,G0003
2047,Milko greve fett 13% smältost,100,H Industriell process,H0107
2047,Milko greve fett 13% smältost,100,H Industriell process,H0148
2047,Milko greve fett 13% smältost,100,H Industriell process,H0173
2047,Milko greve fett 13% smältost,100,J Konserveringsmetod,J0100
2047,Milko greve fett 13% smältost,100,J Konserveringsmetod,J0131
2047,Milko greve fett 13% smältost,100,K Förpackningsmedium,K0003
2047,Milko greve fett 13% smältost,100,M Förpackningstyp,M0172
2047,Milko greve fett 13% smältost,100,M Förpackningstyp,M0215
2047,Milko greve fett 13% smältost,100,N Förpackningsmaterial,N0036
2047,Milko greve fett 13% smältost,100,P Etikettinfo,P0026
2047,Milko greve fett 13% smältost,100,R Land/område,R0376
2047,Milko greve fett 13% smältost,100,Z Utmärkande drag,Z0186
2048,"Fjällfil naturell fett 4,2% ",100,A Gruppindelning EuroFIR,A0783
2048,"Fjällfil naturell fett 4,2% ",100,B Artklassificering,B1201
2048,"Fjällfil naturell fett 4,2% ",100,C Del av växt/djur,C0235
2048,"Fjällfil naturell fett 4,2% ",100,E Fysisk form,E0139
2048,"Fjällfil naturell fett 4,2% ",100,F Värmebehandling,F0018
2048,"Fjällfil naturell fett 4,2% ",100,G Tillagning,G0003
2048,"Fjällfil naturell fett 4,2% ",100,H Industriell process,H0101
2048,"Fjällfil naturell fett 4,2% ",100,H Industriell process,H0306
2048,"Fjällfil naturell fett 4,2% ",100,J Konserveringsmetod,J0104
2048,"Fjällfil naturell fett 4,2% ",100,J Konserveringsmetod,J0131
2048,"Fjällfil naturell fett 4,2% ",100,J Konserveringsmetod,J0135
2048,"Fjällfil naturell fett 4,2% ",100,K Förpackningsmedium,K0003
2048,"Fjällfil naturell fett 4,2% ",100,M Förpackningstyp,M0159
2048,"Fjällfil naturell fett 4,2% ",100,M Förpackningstyp,M0213
2048,"Fjällfil naturell fett 4,2% ",100,N Förpackningsmaterial,N0001
2048,"Fjällfil naturell fett 4,2% ",100,P Etikettinfo,P0026
2048,"Fjällfil naturell fett 4,2% ",100,R Land/område,R0376
2048,"Fjällfil naturell fett 4,2% ",100,Z Utmärkande drag,Z0186
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,A Gruppindelning EuroFIR,A0783
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,B Artklassificering,B1201
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,C Del av växt/djur,C0235
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,E Fysisk form,E0139
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,F Värmebehandling,F0018
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,G Tillagning,G0003
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,H Industriell process,H0107
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,H Industriell process,H0136
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,H Industriell process,H0147
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,H Industriell process,H0306
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,J Konserveringsmetod,J0104
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,J Konserveringsmetod,J0131
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,J Konserveringsmetod,J0135
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,K Förpackningsmedium,K0003
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,M Förpackningstyp,M0159
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,M Förpackningstyp,M0213
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,N Förpackningsmaterial,N0001
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,P Etikettinfo,P0026
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,R Land/område,R0376
2049,"Fjällyoghurt fett 3,6 % , olika smaksättningar",100,Z Utmärkande drag,Z0179
2050,Fettfri majonnäs  fett < 0.5%,100,A Gruppindelning EuroFIR,A0859
2050,Fettfri majonnäs  fett < 0.5%,100,B Artklassificering,B1217
2050,Fettfri majonnäs  fett < 0.5%,100,C Del av växt/djur,C0005
2050,Fettfri majonnäs  fett < 0.5%,100,E Fysisk form,E0139
2050,Fettfri majonnäs  fett < 0.5%,100,F Värmebehandling,F0001
2050,Fettfri majonnäs  fett < 0.5%,100,G Tillagning,G0003
2050,Fettfri majonnäs  fett < 0.5%,100,H Industriell process,H0148
2050,Fettfri majonnäs  fett < 0.5%,100,H Industriell process,H0150
2050,Fettfri majonnäs  fett < 0.5%,100,H Industriell process,H0151
2050,Fettfri majonnäs  fett < 0.5%,100,H Industriell process,H0173
2050,Fettfri majonnäs  fett < 0.5%,100,H Industriell process,H0200
2050,Fettfri majonnäs  fett < 0.5%,100,H Industriell process,H0279
2050,Fettfri majonnäs  fett < 0.5%,100,J Konserveringsmetod,J0131
2050,Fettfri majonnäs  fett < 0.5%,100,K Förpackningsmedium,K0003
2050,Fettfri majonnäs  fett < 0.5%,100,M Förpackningstyp,M0151
2050,Fettfri majonnäs  fett < 0.5%,100,M Förpackningstyp,M0200
2050,Fettfri majonnäs  fett < 0.5%,100,N Förpackningsmaterial,N0001
2050,Fettfri majonnäs  fett < 0.5%,100,P Etikettinfo,P0026
2050,Fettfri majonnäs  fett < 0.5%,100,R Land/område,R0376
2050,Fettfri majonnäs  fett < 0.5%,100,Z Utmärkande drag,Z0181
2051,Vit choklad,100,A Gruppindelning EuroFIR,A0839
2051,Vit choklad,100,B Artklassificering,B1012
2051,Vit choklad,100,C Del av växt/djur,C0210
2051,Vit choklad,100,E Fysisk form,E0147
2051,Vit choklad,100,F Värmebehandling,F0001
2051,Vit choklad,100,G Tillagning,G0003
2051,Vit choklad,100,H Industriell process,H0100
2051,Vit choklad,100,H Industriell process,H0231
2051,Vit choklad,100,H Industriell process,H0297
2051,Vit choklad,100,J Konserveringsmetod,J0001
2051,Vit choklad,100,K Förpackningsmedium,K0003
2051,Vit choklad,100,M Förpackningstyp,M0159
2051,Vit choklad,100,M Förpackningstyp,M0213
2051,Vit choklad,100,N Förpackningsmaterial,N0001
2051,Vit choklad,100,P Etikettinfo,P0026
2051,Vit choklad,100,R Land/område,R0001
2052,Mörk choklad kakao >70 % ,100,A Gruppindelning EuroFIR,A0839
2052,Mörk choklad kakao >70 % ,100,B Artklassificering,B1318
2052,Mörk choklad kakao >70 % ,100,C Del av växt/djur,C0155
2052,Mörk choklad kakao >70 % ,100,E Fysisk form,E0147
2052,Mörk choklad kakao >70 % ,100,F Värmebehandling,F0001
2052,Mörk choklad kakao >70 % ,100,G Tillagning,G0003
2052,Mörk choklad kakao >70 % ,100,H Industriell process,H0136
2052,Mörk choklad kakao >70 % ,100,H Industriell process,H0221
2052,Mörk choklad kakao >70 % ,100,J Konserveringsmetod,J0001
2052,Mörk choklad kakao >70 % ,100,K Förpackningsmedium,K0003
2052,Mörk choklad kakao >70 % ,100,M Förpackningstyp,M0159
2052,Mörk choklad kakao >70 % ,100,M Förpackningstyp,M0213
2052,Mörk choklad kakao >70 % ,100,N Förpackningsmaterial,N0001
2052,Mörk choklad kakao >70 % ,100,P Etikettinfo,P0026
2052,Mörk choklad kakao >70 % ,100,R Land/område,R0001
2053,Mörk choklad kakao <70% ,100,A Gruppindelning EuroFIR,A0839
2053,Mörk choklad kakao <70% ,100,B Artklassificering,B1012
2053,Mörk choklad kakao <70% ,100,C Del av växt/djur,C0210
2053,Mörk choklad kakao <70% ,100,E Fysisk form,E0147
2053,Mörk choklad kakao <70% ,100,F Värmebehandling,F0001
2053,Mörk choklad kakao <70% ,100,G Tillagning,G0003
2053,Mörk choklad kakao <70% ,100,H Industriell process,H0231
2053,Mörk choklad kakao <70% ,100,J Konserveringsmetod,J0001
2053,Mörk choklad kakao <70% ,100,K Förpackningsmedium,K0003
2053,Mörk choklad kakao <70% ,100,M Förpackningstyp,M0172
2053,Mörk choklad kakao <70% ,100,M Förpackningstyp,M0197
2053,Mörk choklad kakao <70% ,100,N Förpackningsmaterial,N0036
2053,Mörk choklad kakao <70% ,100,P Etikettinfo,P0026
2053,Mörk choklad kakao <70% ,100,R Land/område,R0001
2054,Mörk blockchoklad,100,A Gruppindelning EuroFIR,A0839
2054,Mörk blockchoklad,100,B Artklassificering,B1012
2054,Mörk blockchoklad,100,C Del av växt/djur,C0210
2054,Mörk blockchoklad,100,E Fysisk form,E0147
2054,Mörk blockchoklad,100,F Värmebehandling,F0001
2054,Mörk blockchoklad,100,G Tillagning,G0003
2054,Mörk blockchoklad,100,H Industriell process,H0173
2054,Mörk blockchoklad,100,H Industriell process,H0231
2054,Mörk blockchoklad,100,H Industriell process,H0263
2054,Mörk blockchoklad,100,H Industriell process,H0297
2054,Mörk blockchoklad,100,J Konserveringsmetod,J0001
2054,Mörk blockchoklad,100,K Förpackningsmedium,K0003
2054,Mörk blockchoklad,100,M Förpackningstyp,M0172
2054,Mörk blockchoklad,100,M Förpackningstyp,M0197
2054,Mörk blockchoklad,100,N Förpackningsmaterial,N0036
2054,Mörk blockchoklad,100,P Etikettinfo,P0026
2054,Mörk blockchoklad,100,R Land/område,R0376
2055,Mjölkchoklad ospec.,100,A Gruppindelning EuroFIR,A0839
2055,Mjölkchoklad ospec.,100,B Artklassificering,B1012
2055,Mjölkchoklad ospec.,100,C Del av växt/djur,C0210
2055,Mjölkchoklad ospec.,100,E Fysisk form,E0147
2055,Mjölkchoklad ospec.,100,F Värmebehandling,F0001
2055,Mjölkchoklad ospec.,100,G Tillagning,G0003
2055,Mjölkchoklad ospec.,100,H Industriell process,H0221
2055,Mjölkchoklad ospec.,100,H Industriell process,H0231
2055,Mjölkchoklad ospec.,100,H Industriell process,H0297
2055,Mjölkchoklad ospec.,100,J Konserveringsmetod,J0001
2055,Mjölkchoklad ospec.,100,K Förpackningsmedium,K0003
2055,Mjölkchoklad ospec.,100,M Förpackningstyp,M0172
2055,Mjölkchoklad ospec.,100,M Förpackningstyp,M0197
2055,Mjölkchoklad ospec.,100,N Förpackningsmaterial,N0036
2055,Mjölkchoklad ospec.,100,P Etikettinfo,P0026
2055,Mjölkchoklad ospec.,100,R Land/område,R0376
2056,Kebabkött djupfryst stekfärdigt,100,A Gruppindelning EuroFIR,A0794
2056,Kebabkött djupfryst stekfärdigt,100,B Artklassificering,B2396
2056,Kebabkött djupfryst stekfärdigt,100,C Del av växt/djur,C0268
2056,Kebabkött djupfryst stekfärdigt,100,E Fysisk form,E0122
2056,Kebabkött djupfryst stekfärdigt,100,F Värmebehandling,F0001
2056,Kebabkött djupfryst stekfärdigt,100,G Tillagning,G0001
2056,Kebabkött djupfryst stekfärdigt,100,H Industriell process,H0148
2056,Kebabkött djupfryst stekfärdigt,100,H Industriell process,H0151
2056,Kebabkött djupfryst stekfärdigt,100,H Industriell process,H0173
2056,Kebabkött djupfryst stekfärdigt,100,H Industriell process,H0212
2056,Kebabkött djupfryst stekfärdigt,100,H Industriell process,H0339
2056,Kebabkött djupfryst stekfärdigt,100,J Konserveringsmetod,J0136
2056,Kebabkött djupfryst stekfärdigt,100,K Förpackningsmedium,K0003
2056,Kebabkött djupfryst stekfärdigt,100,M Förpackningstyp,M0172
2056,Kebabkött djupfryst stekfärdigt,100,M Förpackningstyp,M0197
2056,Kebabkött djupfryst stekfärdigt,100,N Förpackningsmaterial,N0036
2056,Kebabkött djupfryst stekfärdigt,100,P Etikettinfo,P0026
2056,Kebabkött djupfryst stekfärdigt,100,R Land/område,R0001
2056,Kebabkött djupfryst stekfärdigt,100,Z Utmärkande drag,Z0018
2057,Avorio ris okokt,100,A Gruppindelning EuroFIR,A0814
2057,Avorio ris okokt,100,B Artklassificering,B1322
2057,Avorio ris okokt,100,C Del av växt/djur,C0133
2057,Avorio ris okokt,100,E Fysisk form,E0150
2057,Avorio ris okokt,100,F Värmebehandling,F0001
2057,Avorio ris okokt,100,G Tillagning,G0001
2057,Avorio ris okokt,100,H Industriell process,H0138
2057,Avorio ris okokt,100,H Industriell process,H0220
2057,Avorio ris okokt,100,J Konserveringsmetod,J0116
2057,Avorio ris okokt,100,K Förpackningsmedium,K0003
2057,Avorio ris okokt,100,M Förpackningstyp,M0172
2057,Avorio ris okokt,100,M Förpackningstyp,M0197
2057,Avorio ris okokt,100,N Förpackningsmaterial,N0036
2057,Avorio ris okokt,100,P Etikettinfo,P0026
2057,Avorio ris okokt,100,R Land/område,R0263
2058,Rostad lök,100,A Gruppindelning EuroFIR,A0827
2058,Rostad lök,100,B Artklassificering,B1300
2058,Rostad lök,100,C Del av växt/djur,C0290
2058,Rostad lök,100,E Fysisk form,E0122
2058,Rostad lök,100,F Värmebehandling,F0014
2058,Rostad lök,100,G Tillagning,G0010
2058,Rostad lök,100,H Industriell process,H0173
2058,Rostad lök,100,H Industriell process,H0263
2058,Rostad lök,100,H Industriell process,H0319
2058,Rostad lök,100,J Konserveringsmetod,J0001
2058,Rostad lök,100,K Förpackningsmedium,K0003
2058,Rostad lök,100,M Förpackningstyp,M0172
2058,Rostad lök,100,M Förpackningstyp,M0215
2058,Rostad lök,100,N Förpackningsmaterial,N0036
2058,Rostad lök,100,P Etikettinfo,P0026
2058,Rostad lök,100,R Land/område,R0001
2059,"Glasspinne hallon o mjölk fett 5,5% typ SIA",100,A Gruppindelning EuroFIR,A0789
2059,"Glasspinne hallon o mjölk fett 5,5% typ SIA",100,B Artklassificering,B1201
2059,"Glasspinne hallon o mjölk fett 5,5% typ SIA",100,C Del av växt/djur,C0235
2059,"Glasspinne hallon o mjölk fett 5,5% typ SIA",100,E Fysisk form,E0139
2059,"Glasspinne hallon o mjölk fett 5,5% typ SIA",100,F Värmebehandling,F0018
2059,"Glasspinne hallon o mjölk fett 5,5% typ SIA",100,G Tillagning,G0003
2059,"Glasspinne hallon o mjölk fett 5,5% typ SIA",100,H Industriell process,H0136
2059,"Glasspinne hallon o mjölk fett 5,5% typ SIA",100,H Industriell process,H0178
